Task Name,Task ID,Task Type,Date,Value
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-13 14:12:23,36.3414977482646
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-14 15:36:29,36.92130741025617
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-17 08:37:28,37.50111707224774
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-18 20:11:51,38.080926734239306
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-19 11:30:42,38.660736396230874
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-20 11:42:56,39.24054605822244
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-21 16:33:17,39.82035572021401
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-22 12:05:14,40.40016538220558
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-23 09:04:41,40.97997504419715
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-24 09:52:37,41.559784706188715
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-25 13:11:10,42.13959436818028
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-26 08:48:03,42.71940403017185
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-29 14:33:13,43.29921369216342
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-29 14:33:19,43.87902335415499
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-31 12:10:12,44.458833016146556
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-10-31 12:10:27,45.038642678138125
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-02 16:39:10,45.61845234012969
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-03 13:34:38,46.19826200212126
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-05 20:24:29,46.77807166411283
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-08 13:21:15,47.3578813261044
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-10 10:14:04,47.937690988095966
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-12 14:36:36,48.517500650087534
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-14 11:08:19,49.0973103120791
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-14 11:08:29,49.67711997407067
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-16 02:38:57,50.25692963606224
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-26 21:21:36,49.67711997407067
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-26 21:23:30,50.25692963606224
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-27 23:53:39,50.83673929805381
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-11-30 23:38:34,51.416548960045375
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-12-03 15:38:55,51.996358622036944
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-12-04 22:15:52,52.57616828402851
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-12-08 13:12:03,53.15597794602008
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-12-11 10:42:09,53.73578760801165
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-12-11 10:42:37,54.31559727000322
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2023-12-12 10:23:02,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2024-03-25 15:47:38,55.47521659398635
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2024-06-01 17:05:42,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2024-06-02 15:51:26,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2024-06-03 16:09:33,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2024-06-10 09:01:31,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2024-06-15 04:47:26,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2024-06-15 08:58:14,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2025-03-30 13:52:58,54.895406931994785
Polish those Fangs,0edab546-789a-419d-be67-05ce430cb729,daily,2025-03-30 13:53:05,55.47521659398635
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2020-10-06 20:10:34,17.25006635259177
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2021-01-02 08:35:39,15.772158175156491
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2022-01-02 00:28:39,27.733729614712658
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-07-27 08:53:48,30.01130025813648
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-08-12 15:33:31,0.07508033315343089
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-09-01 15:40:31,-0.4326331178824253
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-01 08:41:48,-0.5736443352101894
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-13 14:12:13,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-14 15:36:03,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-17 08:37:13,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-18 20:11:46,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-19 11:30:27,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-20 11:42:47,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-21 16:33:14,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-22 12:05:11,0.05187867997035989
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-23 09:04:35,-0.9467927837313662
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-24 09:52:32,-0.9467927837313662
![alt text](https://previews.dropbox.com/p/thumb/ACGIihQxaU2lpKGybF7ccAfgU0gAGAHcEIzFc3EF0SFARbWGxpbUrZciWHULH2HEDlb6xCIeis3cOt_31W1K8L9qy_EYsfdOrmKvT56aX6GJJimoWvHXfWIZDR59dUil9gzRhMN1ND6IBPSTS_7Y7Kx8hl8h0sbS77DeoDBLGBwPI-2tM8KBf8GyODn9_yEvJxbGf8TY-GVP88D8b6e5QLgg1CQjZmO0zaOg2SrU7vNG-cuw16qgxSM-B-aj4cunYphaWenn-JPwcCvu8jCeIVM7RDuCriglYt31hJjfrg7NRV5_P12Z_1nqjZRsWJ5Bj1jX33wmZpsntd5G7I2lPF5A/p.png) Training Grounds,91d31e30-490e-4755-9704-77d55f547a77,daily,2023-10-25 13:11:03,-0.9467927837313662
